price,odometer,state,lat,long,Odometer_Price_Ratio,Man_dep_OP,condition_excellent,condition_fair,condition_good,condition_like new,condition_new,fuel_diesel,fuel_electric,fuel_gas,fuel_hybrid,fuel_other,transmission_automatic,transmission_manual,transmission_other,drive_4wd,drive_fwd,drive_rwd,type_freq,manufacturer_freq,paint_color_freq,car_age_freq,cylinders_freq,cluster
14995,153000,ar,37.0969,-94.5051,10.203401133711235,33.24576176710301,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0650828480603145,0.1820266126536698,0.0635074689847244,0.3593974175035868,1
16000,46013,ar,36.18,-94.1297,2.8758125,31.87811834220981,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0915548428840689,0.2232818521956845,0.0456578614229048,0.347399217936816,1
1500,295000,ar,36.062549,-94.164047,196.66666666666663,28.93171058546328,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.259515570934256,0.0243480462486285,0.1031310659127352,0.0347568008552057,0.3593974175035868,1
53900,100994,ar,35.9467,-96.06471,1.8737291280148425,29.61564827359148,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.1820266126536698,0.0477255464596168,0.2726109095000985,1
12900,128048,ar,35.9467,-96.06471,9.926201550387598,29.45010485825107,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0632683489464652,0.1393225869974962,0.1820266126536698,0.0602160519875095,0.3593974175035868,1
12888,105123,ar,36.644835,-93.218011,8.156657355679702,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.1721242298928179,0.2232818521956845,0.0477255464596168,0.347399217936816,1
19800,131393,ar,36.644835,-93.218011,6.636010101010101,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.2232818521956845,0.0635074689847244,0.3593974175035868,1
18995,49691,ar,36.3358,-94.2104,2.6160042116346407,33.24576176710301,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0650828480603145,0.1031310659127352,0.0477255464596168,0.347399217936816,1
5500,108000,ar,36.115066,-94.048911,19.63636363636364,29.61564827359148,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.1721242298928179,0.0241651897487833,0.0187216924072354,0.2726109095000985,1
6995,116850,ar,35.98469,-94.080784,16.704789135096497,28.93171058546328,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0243480462486285,0.1820266126536698,0.0707935972093285,0.347399217936816,1
9400,117000,ar,36.084652,-94.167058,12.4468085106383,31.87811834220981,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.027245618476946,0.0915548428840689,0.1515458407179227,0.0602160519875095,0.3593974175035868,1
11900,50202,ar,36.371431,-94.206809,4.2186554621848735,29.61564827359148,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0839030016597743,0.1721242298928179,0.1031310659127352,0.0020817509213154,0.2726109095000985,1
9950,93000,ar,36.321184,-93.983395,9.346733668341708,28.39388205789908,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0529439896475089,0.2232818521956845,0.0356007539314147,0.347399217936816,1
4000,162000,ar,36.44232,-94.25059,40.5,15.511811324673186,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0839030016597743,0.0298759388977972,0.2232818521956845,0.0060764621487045,0.2726109095000985,1
9900,107788,ar,35.98469,-94.080784,10.887676767676767,26.38977874398792,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.1239485751258896,0.0456719273075083,0.1820266126536698,0.0639716431766393,0.2726109095000985,1
8900,97776,ar,35.98469,-94.080784,10.986067415730338,28.831375029876828,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0182153205615101,0.0241651897487833,0.0477255464596168,0.347399217936816,1
4850,150000,ar,36.5807,-93.992,30.927835051546392,30.536276878399256,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.2894196416012603,0.0190311418685121,0.2232818521956845,0.0602160519875095,0.347399217936816,1
8450,129100,ar,36.3169,-94.1545,15.27810650887574,26.38977874398792,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0456719273075083,0.1820266126536698,0.0639716431766393,0.347399217936816,1
27500,38000,ar,36.33455,-94.230961,1.3818181818181818,29.937915525016496,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.0141080822572931,0.2232818521956845,0.0477255464596168,0.3593974175035868,1
2900,143000,ar,36.3169,-94.1545,49.310344827586206,28.39388205789908,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2894196416012603,0.0529439896475089,0.1207978169747095,0.0239401355951275,0.347399217936816,1
9300,61000,ar,36.3169,-94.1545,6.559139784946237,33.24576176710301,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0650828480603145,0.1119644414437223,0.059386164795904,0.347399217936816,1
6900,154000,ar,36.3169,-94.1545,22.318840579710145,28.93171058546328,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0632683489464652,0.0243480462486285,0.1119644414437223,0.0579936422201592,0.3593974175035868,1
4500,142000,ar,36.3169,-94.1545,31.55555555555556,33.24576176710301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0632683489464652,0.0650828480603145,0.1820266126536698,0.0579936422201592,0.347399217936816,1
7500,122000,ar,36.1716,-94.0428,16.266666666666666,29.61564827359148,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.259515570934256,0.1721242298928179,0.1515458407179227,0.0639716431766393,0.3593974175035868,1
5800,226000,ar,36.115066,-94.048911,38.96551724137931,26.513447128918784,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2894196416012603,0.0330126311643739,0.1031310659127352,0.0707935972093285,0.347399217936816,1
4995,227901,ar,36.203482,-94.138862,45.62582582582583,28.39388205789908,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0458688496919571,0.0529439896475089,0.0082566742622443,0.0187216924072354,0.3593974175035868,1
8995,94953,ar,36.1716,-94.0428,10.556197887715395,30.536276878399256,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0190311418685121,0.1119644414437223,0.059386164795904,0.347399217936816,1
8995,86449,ar,36.1716,-94.0428,9.610783768760422,29.45010485825107,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.1393225869974962,0.1515458407179227,0.0477255464596168,0.347399217936816,1
12995,127172,ar,36.1716,-94.0428,9.786225471335127,21.60205582182786,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0348552620474301,0.0098883168762483,0.1119644414437223,0.0411286465805834,0.3593974175035868,1
10995,123169,ar,36.1716,-94.0428,11.202273760800365,17.437556837361644,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.2894196416012603,0.03170450389625,0.1119644414437223,0.0602160519875095,0.3593974175035868,1
7995,170941,ar,36.1716,-94.0428,21.380988117573484,31.87811834220981,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.259515570934256,0.0915548428840689,0.0241651897487833,0.0579936422201592,0.347399217936816,1
750,238000,ar,36.115066,-94.048911,317.3333333333333,16.629799258220203,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.2894196416012603,0.0033617464202323,0.1119644414437223,0.0239401355951275,0.3593974175035868,1
8900,118000,ar,36.321184,-93.983395,13.258426966292134,17.437556837361644,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0632683489464652,0.03170450389625,0.1207978169747095,0.0602160519875095,0.3593974175035868,1
6500,122000,ar,36.18,-94.528,18.76923076923077,28.39388205789908,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0458688496919571,0.0529439896475089,0.1820266126536698,0.059386164795904,0.347399217936816,1
7000,128000,ar,36.18,-94.528,18.285714285714285,28.31925613673581,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.259515570934256,0.0143472022955523,0.1207978169747095,0.0579936422201592,0.3593974175035868,1
5000,158420,ar,36.4677,-94.3209,31.684,42.42961958439378,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0154584071792275,0.1515458407179227,0.0462064309224407,0.2726109095000985,1
13950,28747,ar,36.644835,-93.218011,2.060716845878136,26.513447128918784,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.2894196416012603,0.0330126311643739,0.1119644414437223,0.0477255464596168,0.347399217936816,1
650,129834,ar,36.2442,-94.112,199.74461538461537,28.831375029876828,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0458688496919571,0.0182153205615101,0.1820266126536698,0.0397220581202351,0.347399217936816,1
